Sample Number (10000 samples per second),ENGINE_RUN_TIME (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK_LEVEL_INPUT (),ACCELARATOR_PEDAL_POSITION_F (),ACCELARATOR_PEDAL_POSITION_D (),ACCELARATOR_PEDAL_POSITION_E (),COMMANDED_THROTTLE_ACTUATOR (),MAF_AIR_FLOW_RATE (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),COMMANDED_THROTTLE_ACTUATOR ()
815,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
816,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
817,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
818,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
819,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
820,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
821,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
822,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
823,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
824,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
825,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
826,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
827,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
828,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
829,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
830,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
831,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
832,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
833,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
834,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
835,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
836,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
837,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
838,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
839,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
840,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
841,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
842,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
843,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
844,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
845,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
846,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
847,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
848,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
849,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
850,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
851,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
852,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
853,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
854,0.0,0.0,0.0,17.647058,0.0,0.0,-5.46875,0.0,101.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
855,0.0,0.0,0.0,17.647058,91.76471,0.0,-5.46875,0.0,85.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
856,0.0,577.25,0.0,19.607843,91.76471,0.0,-5.46875,0.0,85.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,101.0,0.0,19.607843
857,0.0,577.25,0.0,19.607843,91.76471,0.0,-5.46875,0.0,85.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.0,19.607843
858,0.0,577.25,0.0,19.607843,91.76471,0.0,-5.46875,0.0,85.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.392157,19.607843
859,0.0,1707.75,0.0,19.607843,22.352942,0.0,2.34375,0.0,22.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.392157,19.607843
860,2.0,1707.75,0.0,19.607843,22.352942,0.0,2.34375,0.0,22.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.392157,19.607843
861,2.0,1707.75,0.0,19.607843,22.352942,0.0,2.34375,0.0,22.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.392157,19.607843
862,2.0,1707.75,0.0,19.607843,22.352942,0.0,2.34375,0.0,22.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.392157,19.607843
863,3.0,1603.75,0.0,19.607843,23.137255,0.0,2.34375,0.0,23.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.392157,19.607843
864,3.0,1603.75,0.0,19.607843,23.137255,0.0,2.34375,0.0,23.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.392157,19.607843
865,3.0,1603.75,0.0,19.607843,23.137255,0.0,2.34375,0.0,23.0,39.60784,0.0,16.078432,31.764706,19.215687,0.0,0.0,100.0,0.392157,19.215687
866,3.0,1603.75,0.0,19.607843,23.137255,0.0,2.34375,0.0,23.0,39.60784,0.0,16.078432,31.764706,19.215687,0.0,0.0,100.0,0.392157,19.215687
867,3.0,1499.0,0.0,19.215687,24.705883,0.0,2.34375,0.0,24.0,39.60784,0.0,16.078432,31.764706,19.215687,0.0,0.0,100.0,0.392157,19.215687
868,5.0,1499.0,0.0,19.215687,24.705883,0.0,2.34375,0.0,24.0,39.60784,0.0,16.078432,31.764706,19.215687,0.0,0.0,100.0,0.392157,19.215687
869,5.0,1499.0,0.0,19.215687,24.705883,0.0,2.34375,0.0,24.0,39.60784,0.0,16.078432,31.764706,19.215687,0.0,0.0,100.0,0.392157,19.215687
870,5.0,1499.0,0.0,19.215687,25.09804,0.0,2.34375,0.0,24.0,39.60784,0.0,16.078432,31.764706,19.215687,0.0,0.0,100.0,0.392157,19.215687
871,7.0,1434.25,0.0,19.215687,25.09804,0.0,2.34375,0.0,24.0,39.60784,0.0,16.078432,31.764706,19.215687,0.0,0.0,100.0,0.392157,19.215687
872,7.0,1434.25,0.0,19.215687,25.09804,0.0,2.34375,0.0,24.0,39.60784,0.0,16.078432,31.764706,19.215687,0.0,0.0,100.0,0.392157,19.215687
873,7.0,1434.25,0.0,19.215687,25.09804,0.0,2.34375,0.0,24.0,39.60784,0.0,16.078432,31.764706,19.215687,0.0,0.0,100.0,0.392157,19.215687
874,7.0,1378.0,0.0,19.607843,26.27451,0.0,2.34375,0.0,25.0,39.60784,0.0,16.078432,31.764706,19.215687,0.0,0.0,100.0,0.392157,19.215687
875,9.0,1378.0,0.0,19.607843,26.27451,0.0,2.34375,0.0,25.0,39.60784,0.0,16.078432,31.764706,19.215687,0.0,0.0,100.0,0.392157,19.215687
876,9.0,1378.0,0.0,19.607843,26.27451,0.0,2.34375,0.0,25.0,39.60784,0.0,16.078432,31.764706,19.215687,0.0,0.0,100.0,0.392157,19.215687
877,9.0,1378.0,0.0,19.607843,26.27451,0.0,2.34375,0.0,25.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.392157,19.607843
878,9.0,1374.0,0.0,19.607843,28.235294,0.0,2.34375,0.0,28.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.392157,19.607843
879,11.0,1374.0,0.0,19.607843,28.235294,0.0,2.34375,0.0,28.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.392157,19.607843
880,11.0,1374.0,0.0,19.607843,28.235294,0.0,2.34375,0.0,28.0,39.60784,0.0,16.078432,31.764706,20.0,0.0,0.0,100.0,0.784314,20.0
881,11.0,1374.0,0.0,19.607843,29.80392,0.0,1.5625,0.0,28.0,39.60784,0.0,16.078432,31.764706,20.0,0.0,0.0,100.0,0.784314,20.0
882,13.0,1385.75,0.0,20.0,29.80392,0.0,1.5625,0.0,29.0,39.60784,0.0,16.078432,31.764706,20.0,0.0,0.0,100.0,0.784314,20.0
883,13.0,1385.75,0.0,20.0,29.80392,0.0,1.5625,0.0,29.0,39.60784,0.0,16.078432,31.764706,20.0,0.0,0.0,100.0,0.784314,20.0
884,13.0,1385.75,0.0,20.0,29.80392,0.0,1.5625,0.0,29.0,39.60784,0.0,16.078432,31.764706,20.0,0.0,0.0,100.0,0.784314,20.0
885,13.0,1391.25,0.0,20.0,30.588236,0.0,1.5625,0.0,30.0,39.60784,0.0,16.078432,31.764706,20.0,0.0,0.0,100.0,0.784314,20.0
886,13.0,1391.25,0.0,20.0,30.588236,0.0,1.5625,0.0,30.0,39.60784,0.0,16.078432,31.764706,20.0,0.0,0.0,100.0,0.784314,20.0
887,17.0,1391.25,0.0,20.0,30.588236,0.0,1.5625,0.0,30.0,39.60784,0.0,16.078432,31.764706,20.0,0.0,0.0,100.0,0.784314,20.0
888,17.0,1391.25,0.0,20.0,30.588236,0.0,1.5625,0.0,30.0,39.60784,0.0,17.647058,33.333332,19.607843,0.0,0.0,100.0,0.784314,19.607843
889,17.0,1391.25,0.0,20.0,29.019608,0.0,2.34375,0.0,30.0,39.60784,0.0,17.647058,33.333332,19.607843,0.0,0.0,100.0,0.784314,19.607843
890,19.0,1957.75,0.0,20.784313,29.019608,0.0,2.34375,0.0,28.0,39.60784,0.0,17.647058,33.333332,19.607843,0.0,0.0,100.0,0.784314,19.607843
891,19.0,1957.75,0.0,20.784313,29.019608,0.0,2.34375,0.0,28.0,39.60784,0.0,17.647058,33.333332,19.607843,0.0,0.0,100.0,0.784314,19.607843
892,19.0,1957.75,0.0,20.784313,29.019608,0.0,2.34375,0.0,28.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.392157,19.607843
893,19.0,1595.25,0.0,19.607843,32.54902,0.0,1.5625,0.0,28.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.392157,19.607843
894,20.0,1595.25,0.0,19.607843,32.54902,0.0,1.5625,0.0,28.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.392157,19.607843
895,20.0,1595.25,0.0,19.607843,32.54902,0.0,1.5625,0.0,28.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.392157,19.607843
896,20.0,1595.25,0.0,19.607843,32.54902,0.0,1.5625,0.0,28.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.392157,19.607843
897,20.0,1301.5,0.0,19.607843,28.62745,0.0,1.5625,0.0,28.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.392157,19.607843
898,22.0,1301.5,0.0,19.607843,28.62745,0.0,1.5625,0.0,28.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.392157,19.607843
899,22.0,1301.5,0.0,19.607843,28.62745,0.0,1.5625,0.0,28.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.392157,19.607843
900,22.0,1301.5,0.0,19.607843,28.235294,0.0,2.34375,0.0,28.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.392157,19.607843
901,24.0,1281.25,0.0,19.215687,28.235294,0.0,2.34375,0.0,28.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.392157,19.607843
902,24.0,1281.25,0.0,19.215687,28.235294,0.0,2.34375,0.0,28.0,39.60784,0.0,16.078432,31.764706,19.607843,0.0,0.0,100.0,0.392157,19.607843
903,24.0,1281.25,0.0,19.215687,28.235294,0.0,2.34375,0.0,28.0,39.60784,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
904,24.0,1281.25,0.0,19.215687,27.058823,0.0,2.34375,0.0,28.0,39.60784,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
905,26.0,1205.25,0.0,19.215687,27.058823,0.0,2.34375,0.0,28.0,39.60784,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
906,26.0,1205.25,0.0,19.215687,27.058823,0.0,2.34375,0.0,28.0,39.60784,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
907,26.0,1205.25,0.0,19.215687,27.058823,0.0,2.34375,0.0,28.0,39.60784,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.392157,18.82353
908,26.0,1410.75,0.0,19.215687,23.137255,0.0,2.34375,0.0,24.0,39.60784,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.392157,18.82353
909,28.0,1410.75,0.0,18.82353,23.137255,0.0,2.34375,0.0,24.0,39.60784,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.392157,18.82353
910,28.0,1410.75,0.0,18.82353,23.137255,0.0,2.34375,0.0,24.0,39.60784,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
911,28.0,1410.75,0.0,18.82353,23.137255,0.0,2.34375,0.0,24.0,39.60784,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
912,28.0,1170.25,0.0,18.431372,25.882353,0.0,2.34375,0.0,25.0,39.60784,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
913,30.0,1170.25,0.0,18.431372,25.882353,0.0,2.34375,0.0,25.0,39.60784,0.0,16.078432,31.764706,18.82353,0.0,0.0,100.0,0.0,18.82353
914,30.0,1170.25,0.0,18.431372,25.882353,0.0,2.34375,0.0,25.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
915,30.0,1170.25,0.0,18.431372,26.27451,0.0,2.34375,0.0,25.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
916,31.0,1043.75,0.0,18.039215,26.27451,0.0,2.34375,0.0,25.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
917,31.0,1043.75,0.0,18.039215,26.27451,0.0,2.34375,0.0,25.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
918,31.0,1043.75,0.0,18.039215,26.27451,0.0,2.34375,0.0,25.0,39.60784,0.0,16.078432,31.764706,18.039215,0.0,0.0,100.0,0.0,18.039215
919,31.0,958.5,0.0,18.039215,27.450981,0.0,2.34375,0.0,26.0,39.60784,0.0,16.078432,31.764706,18.039215,0.0,0.0,100.0,0.0,18.039215
920,33.0,958.5,0.0,18.039215,27.450981,0.0,2.34375,0.0,26.0,39.60784,0.0,16.078432,31.764706,18.039215,0.0,0.0,100.0,0.0,18.039215
921,33.0,958.5,0.0,18.039215,27.450981,0.0,2.34375,0.0,26.0,39.60784,0.0,16.078432,31.764706,18.039215,0.0,0.0,100.0,0.0,18.039215
922,33.0,958.5,0.0,18.039215,27.450981,0.0,2.34375,0.0,26.0,39.60784,0.0,16.078432,31.764706,18.039215,0.0,0.0,100.0,0.0,18.039215
923,33.0,958.5,0.0,18.039215,30.19608,0.0,1.5625,0.0,26.0,39.60784,0.0,16.078432,31.764706,18.039215,0.0,0.0,100.0,0.0,18.039215
924,37.0,939.0,0.0,18.431372,30.19608,0.0,1.5625,0.0,30.0,39.60784,0.0,16.078432,31.764706,18.039215,0.0,0.0,100.0,0.0,18.039215
925,37.0,939.0,0.0,18.431372,30.19608,0.0,1.5625,0.0,30.0,39.60784,0.0,16.078432,31.764706,18.039215,0.0,0.0,100.0,0.0,18.039215
926,37.0,939.0,0.0,18.431372,30.19608,0.0,1.5625,0.0,30.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
927,37.0,940.5,0.0,18.431372,30.19608,0.0,1.5625,0.0,29.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
928,39.0,940.5,0.0,18.431372,30.19608,0.0,1.5625,0.0,29.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
929,39.0,940.5,0.0,18.431372,30.19608,0.0,1.5625,0.0,29.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
930,39.0,940.5,0.0,18.431372,30.19608,0.0,1.5625,0.0,29.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
931,39.0,945.25,0.0,18.431372,30.19608,0.0,1.5625,-4.6875,29.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
932,41.0,945.25,0.0,18.431372,30.19608,0.0,1.5625,-4.6875,29.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
933,41.0,945.25,0.0,18.431372,30.19608,0.0,1.5625,-4.6875,29.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
934,41.0,945.25,0.0,18.431372,30.19608,0.0,1.5625,-7.8125,29.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
935,43.0,935.75,0.0,18.431372,30.19608,0.0,1.5625,-7.8125,31.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
936,43.0,935.75,0.0,18.431372,30.19608,0.0,1.5625,-7.8125,31.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
937,43.0,935.75,0.0,18.431372,30.19608,0.0,1.5625,-7.8125,31.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
938,43.0,935.75,0.0,18.431372,30.980392,0.0,1.5625,-7.8125,31.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
939,45.0,925.0,0.0,18.431372,30.980392,0.0,0.78125,-9.375,31.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
940,45.0,925.0,0.0,18.431372,30.980392,0.0,0.78125,-9.375,31.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
941,45.0,925.0,0.0,18.431372,30.980392,0.0,0.78125,-9.375,31.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
942,45.0,932.75,0.0,18.431372,30.980392,0.0,0.78125,-6.25,31.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
943,47.0,932.75,0.0,18.431372,30.980392,0.0,0.78125,-6.25,31.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
944,47.0,932.75,0.0,18.431372,30.980392,0.0,0.78125,-6.25,31.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
945,47.0,932.75,0.0,18.431372,30.980392,0.0,0.78125,-6.25,31.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
946,47.0,940.5,0.0,18.431372,30.588236,0.0,1.5625,-8.59375,30.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
947,48.0,940.5,0.0,18.431372,30.588236,0.0,1.5625,-8.59375,30.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
948,48.0,940.5,0.0,18.431372,30.588236,0.0,1.5625,-8.59375,30.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
949,48.0,940.5,0.0,18.431372,30.588236,0.0,1.5625,-8.59375,30.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
950,50.0,932.75,0.0,18.431372,30.588236,0.0,1.5625,-6.25,30.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
951,50.0,932.75,0.0,18.431372,30.588236,0.0,1.5625,-6.25,30.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
952,50.0,932.75,0.0,18.431372,30.588236,0.0,1.5625,-6.25,30.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
953,50.0,942.0,0.0,18.431372,30.19608,0.0,1.5625,-7.03125,30.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
954,52.0,942.0,0.0,18.431372,30.19608,0.0,1.5625,-7.03125,30.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
955,52.0,942.0,0.0,18.431372,30.19608,0.0,1.5625,-7.03125,30.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
956,52.0,942.0,0.0,18.431372,30.19608,0.0,1.5625,-7.03125,30.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
957,52.0,928.0,0.0,18.431372,29.80392,0.0,1.5625,-10.15625,30.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
958,54.0,928.0,0.0,18.431372,29.80392,0.0,1.5625,-10.15625,30.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
959,54.0,928.0,0.0,18.431372,29.80392,0.0,1.5625,-10.15625,30.0,39.60784,0.0,16.078432,31.764706,18.431372,0.0,0.0,100.0,0.0,18.431372
960,54.0,928.0,0.0,18.431372,29.80392,0.0,1.5625,-10.15625,30.0,39.60784,0.0,16.078432,31.764706,18.039215,0.0,0.0,100.0,0.0,18.039215
961,54.0,929.5,0.0,18.039215,29.411764,0.0,1.5625,-7.03125,30.0,39.60784,0.0,16.078432,31.764706,18.039215,0.0,0.0,100.0,0.0,18.039215
962,58.0,929.5,0.0,18.039215,29.411764,0.0,1.5625,-7.03125,30.0,39.60784,0.0,16.078432,31.764706,18.039215,0.0,0.0,100.0,0.0,18.039215
963,58.0,929.5,0.0,18.039215,29.411764,0.0,1.5625,-7.03125,30.0,39.60784,0.0,16.078432,31.764706,18.039215,0.0,0.0,100.0,0.0,18.039215
964,58.0,929.5,0.0,18.039215,29.411764,0.0,1.5625,-7.03125,30.0,39.60784,0.0,16.078432,31.764706,18.039215,0.0,0.0,100.0,0.0,18.039215
965,58.0,918.75,0.0,18.039215,29.411764,0.0,1.5625,-7.8125,28.0,39.60784,0.0,16.078432,31.764706,18.039215,0.0,0.0,100.0,0.0,18.039215
966,60.0,918.75,0.0,18.039215,29.411764,0.0,1.5625,-7.8125,28.0,39.60784,0.0,16.078432,31.764706,18.039215,0.0,0.0,100.0,0.0,18.039215
967,60.0,918.75,0.0,18.039215,29.411764,0.0,1.5625,-7.8125,28.0,39.60784,0.0,16.078432,31.764706,18.039215,0.0,0.0,100.0,0.0,18.039215
968,60.0,918.75,0.0,18.039215,29.411764,0.0,1.5625,-4.6875,28.0,39.60784,0.0,16.078432,31.764706,18.039215,0.0,0.0,100.0,0.0,18.039215
969,61.0,918.75,0.0,18.039215,29.411764,0.0,1.5625,-4.6875,29.0,39.60784,0.0,16.078432,31.764706,18.039215,0.0,0.0,100.0,0.0,18.039215
970,61.0,918.75,0.0,18.039215,29.411764,0.0,1.5625,-4.6875,29.0,39.60784,0.0,16.078432,31.764706,18.039215,0.0,0.0,100.0,0.0,18.039215
