ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED ()
0,0,0,17.647,0,27,-1.5625,0,101,60.392,49.804,16.078,31.765,18.039,0,100,0,33,5,91.2,41.8,12.578,0,0
0,0,0,17.647,0,27,-1.5625,0,101,60.392,49.804,16.078,31.765,18.039,0,100,0,33,5,91.2,41.8,12.578,0,0
0,0,0,17.647,0,27,-1.5625,0,101,60.392,49.804,16.078,31.765,18.039,0,100,0,33,5,91.2,41.8,12.578,0,0
0,0,0,17.647,0,27,-1.5625,0,101,60.392,49.804,16.078,31.765,18.039,0,100,0,33,5,91.2,41.8,12.578,0,0
0,0,0,17.647,0,27,-1.5625,0,101,60.392,50.196,16.078,31.765,18.039,0,100,0,33,5,91.2,41.8,11.113,0,0
0,0,0,17.647,0,27,-1.5625,0,101,60.392,50.196,16.078,31.765,18.039,0,100,0,33,5,91.2,41.8,11.113,0,0
0,1368.8,0,18.824,21.176,27,4.6875,0,21,60.392,50.196,16.078,31.765,18.039,0,100,0,32,11,91.2,41.8,11.113,0,0
1,1368.8,0,18.824,21.176,27,4.6875,0,21,60.392,50.196,16.078,31.765,18.039,0,100,0,32,11,91.2,41.8,11.113,0,0
1,1368.8,0,18.824,21.176,27,4.6875,0,21,60.392,50.196,16.078,31.765,18.039,0,100,0,32,11,91.2,41.8,12.07,0,0
1,1368.8,0,18.824,24.314,27,4.6875,0,21,60.392,50.196,16.078,31.765,18.039,0,100,0,32,11,91.2,41.8,12.07,0,0
3,1197.5,0,18.039,24.314,27,4.6875,0,24,60.392,50.196,16.078,31.765,18.039,0,100,0,33,14,91.2,41.8,12.07,0,0
3,1197.5,0,18.039,24.314,27,4.6875,0,24,60.392,50.196,16.078,31.765,18.039,0,100,0,33,14,44.1,41.8,12.07,0,0
3,1197.5,0,18.039,24.314,27,4.6875,0,24,60.392,50.196,16.078,31.765,18.039,0,100,0,33,14,44.1,42.5,13.046,0,0
3,1016.2,0,18.039,27.843,27,4.6875,0,27,60.392,50.196,16.078,31.765,18.039,0,100,0,33,14,44.1,42.5,13.046,0,0
4,1016.2,0,18.039,27.843,27,4.6875,0,27,60.392,50.196,16.078,31.765,18.039,0,100,0,33,13,44.1,42.5,13.046,0,0
4,1016.2,0,18.039,27.843,27,4.6875,0,27,60.392,50.196,16.078,31.765,18.039,0,100,0,33,13,45.5,42.5,14.179,0,0
4,1016.2,0,18.039,27.843,27,4.6875,0,27,60.392,50.196,16.078,31.765,18.039,0,100,0,33,13,45.5,42.5,14.179,0,0
4,1007,0,18.039,27.843,27,4.6875,0,27,60.392,50.196,16.078,31.765,18.039,0,100,0,33,7,45.5,42.5,14.179,0,0
