ENGINE_RUN_TINE (),ENGINE_RPM (),VEHICLE_SPEED (),THROTTLE (),ENGINE_LOAD (),COOLANT_TEMPERATURE (),LONG_TERM_FUEL_TRIM_BANK_1 (),SHORT_TERM_FUEL_TRIM_BANK_1 (),INTAKE_MANIFOLD_PRESSURE (),FUEL_TANK (),ABSOLUTE_THROTTLE_B (),PEDAL_D (),PEDAL_E (),COMMANDED_THROTTLE_ACTUATOR (),FUEL_AIR_COMMANDED_EQUIV_RATIO (),ABSOLUTE_BAROMETRIC_PRESSURE (),RELATIVE_THROTTLE_POSITION (),INTAKE_AIR_TEMP (),TIMING_ADVANCE (),CATALYST_TEMPERATURE_BANK1_SENSOR1 (),CATALYST_TEMPERATURE_BANK1_SENSOR2 (),CONTROL_MODULE_VOLTAGE (),COMMANDED_EVAPORATIVE_PURGE (),TIME_RUN_WITH_MIL_ON (),TIME_SINCE_TROUBLE_CODES_CLEARED (),DISTANCE_TRAVELED_WITH_MIL_ON (),WARM_UPS_SINCE_CODES_CLEARED ()
0,0,0,17.647,0,21,0,0,101,29.412,49.804,16.078,31.765,13.333,0,101,0,24,5,516.2,377.4,12.421,0,0,6896,0,255
0,0,0,17.647,0,21,0,0,101,29.412,49.804,16.078,31.765,13.333,0,101,0,24,5,516.2,377.4,12.421,0,0,6896,0,255
0,0,0,17.647,0,21,0,0,101,29.412,49.804,16.078,31.765,13.333,0,101,0,24,5,516.2,377.4,12.421,0,0,6896,0,255
0,0,0,17.647,0,21,0,0,101,29.412,49.804,16.078,31.765,13.333,0,101,0,24,5,516.2,377.4,12.421,0,0,6896,0,255
0,0,0,13.333,0,21,0,0,100,29.412,49.804,16.078,31.765,13.333,0,101,0,24,5,516.2,377.4,12.421,0,0,6896,0,255
0,0,0,13.333,0,21,0,0,100,29.412,49.804,16.078,31.765,13.333,0,101,0,24,5,516.2,377.4,12.421,0,0,6896,0,255
0,0,0,13.333,0,21,0,0,100,29.412,47.451,16.078,31.765,20,0,101,0,24,5,516.2,377.4,10.917,0,0,6896,0,255
0,0,0,13.333,0,21,0,0,100,29.412,47.451,16.078,31.765,20,0,101,0,24,5,516.2,377.4,10.917,0,0,6896,0,255
0,1841.2,0,20,28.627,21,0.78125,0,27,29.412,47.451,16.078,31.765,20,0,101,0,23,25,516.2,377.4,10.917,0,0,6896,0,255
1,1841.2,0,20,28.627,21,0.78125,0,27,29.412,47.451,16.078,31.765,20,0,101,0,23,25,516.2,377.4,10.917,0,0,6896,0,255
1,1841.2,0,20,28.627,21,0.78125,0,27,29.412,52.549,16.078,31.765,20,0,101,0.78431,23,25,516.2,377.4,12.011,0,0,6896,0,255
1,1841.2,0,20,23.529,21,0.78125,0,27,29.412,52.549,16.078,31.765,20,0,101,0.78431,23,25,516.2,377.4,12.011,0,0,6896,0,255
1,1817.8,0,20,23.529,21,0.78125,0,24,29.412,52.549,16.078,31.765,20,0,101,0.78431,23,24,516.2,377.4,12.011,0,0,6896,0,255
3,1817.8,0,20,23.529,21,0.78125,0,24,29.412,52.549,16.078,31.765,20,0,101,0.78431,23,24,516.2,377.4,12.011,0,0,6896,0,255
3,1817.8,0,20,23.529,21,0.78125,0,24,29.412,52.549,16.078,31.765,20,0,101,0.78431,23,24,25.1,24,14.355,0,0,6896,0,255
3,1817.8,0,20,24.706,21,0.78125,0,24,29.412,52.549,16.078,31.765,20,0,101,0.78431,23,24,25.1,24,14.355,0,0,6896,0,255
5,1700.8,0,20,24.706,21,0.78125,0,24,29.412,52.549,16.078,31.765,20,0,101,0.78431,24,20,25.1,24,14.355,0,0,6896,0,255
5,1700.8,0,20,24.706,21,0.78125,0,24,29.412,52.549,16.078,31.765,20,0,101,0.78431,24,20,29.6,24,14.355,0,0,6896,0,255
5,1700.8,0,20,24.706,21,0.78125,0,24,29.412,52.157,16.078,31.765,19.608,0,101,0.39216,24,20,29.6,24,14.394,0,0,6896,0,255
5,1598.2,0,20,23.922,21,0.78125,0,24,29.412,52.157,16.078,31.765,19.608,0,101,0.39216,24,20,29.6,24,14.394,0,0,6896,0,255
6,1598.2,0,19.608,23.922,22,0.78125,0,24,29.412,52.157,16.078,31.765,19.608,0,101,0.39216,24,20,29.6,24,14.394,0,0,6896,0,255
6,1598.2,0,19.608,23.922,22,0.78125,0,24,29.412,51.765,16.078,31.765,19.608,0,101,0.39216,24,20,36.4,24,14.394,0,0,6896,0,255
6,1598.2,0,19.608,23.922,22,0.78125,0,24,29.412,51.765,16.078,31.765,19.216,0,101,0.39216,24,20,36.4,24,14.394,0,0,6896,0,255
6,1510,0,19.216,24.706,22,0.78125,0,25,29.412,51.765,16.078,31.765,19.216,0,101,0.39216,25,15,36.4,24,14.394,0,0,6896,0,255
8,1510,0,19.216,24.706,22,0.78125,0,25,29.412,51.765,16.078,31.765,19.216,0,101,0.39216,25,15,36.4,24,14.394,0,0,6896,0,255
8,1510,0,19.216,24.706,22,0.78125,0,25,29.412,51.373,16.078,31.765,19.216,0,101,0,25,15,44.3,24,14.375,0,0,6896,0,255
8,1510,0,19.216,25.49,22,0.78125,0,25,29.412,51.373,16.078,31.765,19.216,0,101,0,25,15,44.3,24,14.375,0,0,6896,0,255
10,1406.2,0,19.216,25.49,22,0.78125,0,26,29.412,51.373,16.078,31.765,19.216,0,101,0,25,13,44.3,24,14.375,0,0,6896,0,255
10,1406.2,0,19.216,25.49,22,0.78125,0,26,29.412,51.373,16.078,31.765,19.216,0,101,0,25,13,52.8,24.1,14.375,0,0,6896,0,255
10,1406.2,0,19.216,25.49,22,0.78125,0,26,29.412,51.765,16.078,31.765,19.608,0,101,0.39216,25,13,52.8,24.1,14.394,0,0,6896,0,255
10,1382.8,0,19.216,27.843,22,0.78125,0,28,29.412,51.765,16.078,31.765,19.608,0,101,0.39216,25,7,52.8,24.1,14.394,0,0,6896,0,255
12,1382.8,0,19.608,27.843,23,0.78125,0,28,29.412,51.765,16.078,31.765,19.608,0,101,0.39216,25,7,52.8,24.1,14.394,0,0,6896,0,255
12,1382.8,0,19.608,27.843,23,0.78125,0,28,29.412,51.765,16.078,31.765,19.608,0,101,0.39216,25,7,52.8,24.1,14.394,0,0,6896,0,255
12,1382.8,0,19.608,27.843,23,0.78125,0,28,29.412,52.549,16.078,31.765,20,0,101,1.1765,25,7,72.7,24.3,14.414,0,0,6896,0,255
12,1382.8,0,19.608,30.196,23,0.78125,0,28,29.412,52.549,16.078,31.765,20,0,101,1.1765,25,7,72.7,24.3,14.414,0,0,6896,0,255
16,1450.8,0,20,30.196,23,0.78125,0,31,29.412,52.549,16.078,31.765,20,0,101,1.1765,25,1,72.7,24.3,14.414,0,0,6896,0,255
16,1450.8,0,20,30.196,23,0.78125,0,31,29.412,52.549,16.078,31.765,20,0,101,1.1765,25,1,78.2,24.4,14.414,0,0,6896,0,255
16,1450.8,0,20,30.196,23,0.78125,0,31,29.412,52.549,16.078,31.765,20,0,101,0.78431,25,1,78.2,24.4,14.394,0,0,6896,0,255
16,1473.2,0,20,29.412,24,0.78125,0,29,29.412,52.549,16.078,31.765,20,0,101,0.78431,25,2,78.2,24.4,14.394,0,0,6896,0,255
18,1473.2,0,20,29.412,24,0.78125,0,29,29.412,52.549,16.078,31.765,20,0,101,0.78431,25,2,78.2,24.4,14.394,0,0,6896,0,255
18,1473.2,0,20,29.412,24,0.78125,0,29,29.412,52.549,16.078,31.765,20,0,101,0.78431,25,2,89.5,24.7,14.394,0,0,6896,0,255
18,1473.2,0,20,29.412,24,0.78125,0,29,29.412,52.549,16.078,31.765,20,0,101,0.78431,25,2,89.5,24.7,14.394,0,0,6896,0,255
18,1306.2,0,20,33.333,25,0.78125,0,33,29.412,52.549,16.078,31.765,20,0,101,0.78431,25,2,89.5,24.7,14.394,0,0,6896,0,255
20,1306.2,0,20,33.333,25,0.78125,0,33,30.196,52.549,16.078,31.765,20,0,101,0.78431,25,2,89.5,24.7,14.394,0,0,6896,0,255
20,1306.2,0,20,33.333,25,0.78125,0,33,30.196,52.549,16.078,31.765,20,0,101,1.1765,25,2,101.1,25,14.394,0,0,6896,0,255
20,1306.2,0,20,33.725,25,0.78125,0,33,30.196,52.549,16.078,31.765,20,0,101,1.1765,25,2,101.1,25,14.394,0,0,6896,0,255
21,1320.2,0,20,33.725,25,0.78125,0,34,30.196,52.549,16.078,31.765,20,0,101,1.1765,25,-2,101.1,25,14.394,0,0,6896,0,255
21,1320.2,0,20,33.725,25,0.78125,0,34,29.412,52.549,16.078,31.765,20,0,101,1.1765,25,-2,112.9,25.4,14.394,0,0,6896,0,255
21,1320.2,0,20,33.725,25,0.78125,0,34,29.412,52.549,16.078,31.765,20,0,101,0.78431,25,-2,112.9,25.4,14.414,0,0,6896,0,255
21,1320.2,0,20,33.725,26,0.78125,0,34,29.412,52.549,16.078,31.765,20,0,101,0.78431,25,-2,112.9,25.4,14.414,0,0,6896,0,255
23,1357.8,0,20,32.157,26,0.78125,0,32,29.412,52.549,16.078,31.765,20,0,101,0.78431,25,-1,112.9,25.4,14.414,0,0,6896,0,255
23,1357.8,0,20,32.157,26,0.78125,0,32,29.412,52.549,16.078,31.765,20,0,101,0.78431,25,-1,118.8,25.4,14.414,0,0,6896,0,255
23,1357.8,0,20,32.157,26,0.78125,0,32,29.412,52.157,16.078,31.765,19.608,0,101,0.39216,25,-1,118.8,25.8,14.355,0,0,6896,0,255
23,1296.8,0,20,29.804,27,0.78125,0,30,29.412,52.157,16.078,31.765,19.608,0,101,0.39216,25,-1,118.8,25.8,14.355,0,0,6896,0,255
25,1296.8,0,19.216,29.804,27,0.78125,0,30,29.412,52.157,16.078,31.765,19.608,0,101,0.39216,25,4,118.8,25.8,14.355,0,0,6896,0,255
25,1296.8,0,19.216,29.804,27,0.78125,0,30,29.412,52.157,16.078,31.765,19.608,0,101,0,25,4,130.1,26.1,14.355,0,0,6896,0,255
25,1296.8,0,19.216,29.804,27,0.78125,0,30,29.412,51.373,16.078,31.765,19.216,0,101,0,25,4,130.1,26.1,14.355,0,0,6896,0,255
